species,binomial,phylum,class,order,family,genus,Common.name,panth_bodymass_g,panth_metrate_g,panth_maxLong_m,panth_Mat_d,aa_femMat_d,aa_maleMat_d,aa_maxLong_y,aa_maxLong_m,aa_metrate_w,aa_bodymass_g,AA_Data.quality,kup_AdultMass,kup_maxLong_m,AT_bodymass_g,AT_metrate,AT_brain_g,mean_long,diel
Psephotus_haematonotus,Psephotus haematonotus,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,Red-rumped parrot,NA,NA,NA,NA,363,NA,12.2,146.4,NA,NA,acceptable,61.4,146.4,62.5,NA,2.04092,146.4,NA
Psephotus_varius,Psephotus varius,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,Mulga parrot,NA,NA,NA,NA,NA,NA,11.8,141.6,NA,NA,acceptable,61.5,141.6,55,NA,1.85444,141.6,NA
Pseudantechinus_macdonnellensis,Pseudantechinus macdonnellensis,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,Fat-tailed marsupial mouse,36.88,43,36,355.43,350,350,7,84,0.152,43.1,acceptable,32.5,84,NA,NA,NA,60,NA
Pseudaspis_cana,Pseudaspis cana,Chordata,Reptilia,Squamata,Lamprophiidae,Pseudaspis,Mole snake,NA,NA,NA,NA,NA,NA,8.3,99.6,NA,NA,acceptable,NA,99.6,NA,NA,NA,99.6,NA
Pseudechis_australis,Pseudechis australis,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,"King grown snake, or King brown snake",NA,NA,NA,NA,NA,NA,11.1,133.2,NA,NA,acceptable,8144,133.2,NA,NA,NA,133.2,ARR
Pseudechis_porphyriacus,Pseudechis porphyriacus,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,"Australian black snake, or Australian purplish death adder",NA,NA,NA,NA,372,228,11.6,139.2,NA,NA,acceptable,NA,139.2,NA,NA,NA,139.2,NA
Pseudemys_concinna,Pseudemys concinna,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,River cooter,NA,NA,NA,NA,2190,1277,44,528,NA,NA,acceptable,2992,528,NA,NA,NA,528,DIU
Pseudemys_nelsoni,Pseudemys nelsoni,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,Florida red-bellied turtle,NA,NA,NA,NA,2922,2191,26.1,313.2,NA,NA,acceptable,3748.5,313.2,NA,NA,NA,313.2,NA
Pseudeos_fuscata,Pseudeos fuscata,Chordata,Aves,Psittaciformes,Psittacidae,Pseudeos,Dusky lory,NA,NA,NA,NA,NA,NA,13.4,160.8,NA,NA,acceptable,149,160.8,NA,NA,NA,160.8,NA
Pseudepidalea_viridis,Pseudepidalea viridis,Chordata,Amphibia,Anura,Bufonidae,Pseudepidalea,European green toad,NA,NA,NA,NA,NA,NA,11.9,142.8,NA,NA,acceptable,75,142.8,NA,NA,NA,142.8,NA
Pseudibis_papillosa,Pseudibis papillosa,Chordata,Aves,Pelecaniformes,Threskiornithidae,Pseudibis,Black ibis,NA,NA,NA,NA,NA,NA,30,360,NA,NA,acceptable,NA,360,NA,NA,NA,360,NA
Pseudis_paradoxa,Pseudis paradoxa,Chordata,Amphibia,Anura,Hylidae,Pseudis,Paradox frog,NA,NA,NA,NA,NA,NA,11,132,NA,NA,acceptable,70,132,NA,NA,NA,132,ARR
Pseudobarbus_burchelli,Pseudobarbus burchelli,Chordata,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Burchell's redfin,NA,NA,NA,NA,NA,NA,6,72,NA,NA,acceptable,NA,72,NA,NA,NA,72,NA
Pseudocaranx_dentex,Pseudocaranx dentex,Chordata,Actinopterygii,Perciformes,Carangidae,Pseudocaranx,White trevally,NA,NA,NA,NA,NA,NA,49,588,NA,NA,acceptable,9955,588,NA,NA,NA,588,NA
Pseudocerastes_persicus,Pseudocerastes persicus,Chordata,Reptilia,Squamata,Viperidae,Pseudocerastes,Persian horned viper,NA,NA,NA,NA,NA,NA,17.1,205.2,NA,NA,acceptable,NA,205.2,NA,NA,NA,205.2,NA
Pseudocheirus_peregrinus,Pseudocheirus peregrinus,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,"Common ringtail, or Ring-tailed possum",895.22,916,96,375.27,365,365,10.1,121.2,2.27,859.3,acceptable,850,121.2,526,NA,4.68272,108.6,NA
Pseudocrenilabrus_philander,Pseudocrenilabrus philander,Chordata,Actinopterygii,Perciformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,NA,NA,NA,NA,NA,NA,5,60,NA,NA,acceptable,NA,60,NA,NA,NA,60,NA
Pseudocyttus_maculatus,Pseudocyttus maculatus,Chordata,Teleostei,Zeiformes,Oreosomatidae,Pseudocyttus,Smooth oreo,NA,NA,NA,NA,11315,NA,100,1200,NA,NA,acceptable,2750,1200,NA,NA,NA,1200,NA
Pseudois_nayaur,Pseudois nayaur,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudois,Bharal,52334.57,NA,288,420.91,730,NA,20.9,250.8,NA,NA,acceptable,55000,250.8,NA,NA,NA,269.4,NA
Pseudomys_australis,Pseudomys australis,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,"Plains mouse, or Australian native mouse",52.97,NA,67.2,183.07,145,180,7.9,94.8,NA,NA,acceptable,65,94.8,NA,NA,NA,81,NA
Pseudomys_chapmani,Pseudomys chapmani,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,Western pebble-mound mouse,10.95,NA,NA,NA,NA,NA,6.8,81.6,NA,NA,acceptable,12,81.6,NA,NA,NA,81.6,NA
Pseudomys_fumeus,Pseudomys fumeus,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,Smoky mouse,68.75,NA,NA,NA,NA,NA,6.5,78,NA,NA,acceptable,70,78,NA,NA,NA,78,NA
Pseudomys_laborifex,Pseudomys laborifex,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,Kimberly mouse,12,NA,NA,NA,NA,NA,6.9,82.8,NA,NA,acceptable,12,82.8,NA,NA,NA,82.8,NA
Pseudomys_shortridgei,Pseudomys shortridgei,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,Heath mouse,72.06,NA,NA,324.83,335,335,6,72,NA,NA,acceptable,64,72,NA,NA,NA,72,NA
Pseudopleuronectes_americanus,Pseudopleuronectes americanus,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Winter flounder,NA,NA,NA,NA,1022,1034,14,168,NA,NA,acceptable,1980,168,NA,NA,NA,168,NA
Pseudopus_apodus,Pseudopus apodus,Chordata,Reptilia,Squamata,Anguidae,Pseudopus,"European glass lizard, or Armored glass lizard",NA,NA,NA,NA,730,730,54,648,NA,NA,acceptable,450,648,NA,NA,NA,648,DIU
Pseudorca_crassidens,Pseudorca crassidens,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca,False killer whale,1360000,NA,264,3721.66,3468,6756,62.5,750,NA,NA,acceptable,748000,750,NA,NA,NA,507,NA
Pseudorhombus_pentophthalmus,Pseudorhombus pentophthalmus,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Pseudorhombus,Fivespot flounder,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA
Pseudoscaphirhynchus_hermanni,Pseudoscaphirhynchus hermanni,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Pseudoscaphirhynchus,Little shovelnose sturgeon,NA,NA,NA,NA,NA,NA,6,72,NA,NA,acceptable,NA,NA,NA,NA,NA,72,NA
Pseudotriton_montanus,Pseudotriton montanus,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,Mud salamander,NA,NA,NA,NA,1643,1095,15.1,181.2,NA,NA,acceptable,NA,181.2,NA,NA,NA,181.2,NA
Pseudotriton_ruber,Pseudotriton ruber,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,Red salamander,NA,NA,NA,NA,1825,1460,20.1,241.2,NA,NA,acceptable,NA,241.2,NA,NA,NA,241.2,NOC
Psilopsiagon_aymara,Psilopsiagon aymara,Chordata,Aves,Psittaciformes,Psittacidae,Psilopsiagon,Grey-hooded parakeet,NA,NA,NA,NA,NA,NA,8.5,102,NA,NA,acceptable,30,102,NA,NA,NA,102,NA
Psittacula_alexandri,Psittacula alexandri,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,Red-breasted parakeet,NA,NA,NA,NA,NA,NA,23.3,279.6,NA,NA,acceptable,147,279.6,NA,NA,NA,279.6,NA
Psittacula_eupatria,Psittacula eupatria,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,Alexandrine parakeet,NA,NA,NA,NA,1090,NA,30,360,NA,NA,acceptable,255,360,NA,NA,NA,360,NA
Psittacula_krameri,Psittacula krameri,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,Rose-ringed parakeet,NA,NA,NA,NA,909,NA,34,408,NA,NA,acceptable,128,408,NA,NA,NA,408,NA
Psittaculirostris_desmarestii,Psittaculirostris desmarestii,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,Large fig parrot,NA,NA,NA,NA,NA,NA,14.9,178.8,NA,NA,acceptable,117,178.8,NA,NA,NA,178.8,NA
Psittaculirostris_edwardsii,Psittaculirostris edwardsii,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,Edward's fig parrot,NA,NA,NA,NA,NA,NA,12,144,NA,NA,acceptable,NA,144,NA,NA,NA,144,NA
Psittaculirostris_salvadorii,Psittaculirostris salvadorii,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,Salvadori's fig parrot,NA,NA,NA,NA,NA,NA,12,144,NA,NA,acceptable,118,144,NA,NA,NA,144,NA
Psittacus_erithacus,Psittacus erithacus,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,Grey parrot,NA,NA,NA,NA,NA,NA,49.7,596.4,NA,NA,acceptable,333,596.4,NA,NA,NA,596.4,DIU
Psitteuteles_iris,Psitteuteles iris,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,Iris lorikeet,NA,NA,NA,NA,NA,NA,24.1,289.2,NA,NA,acceptable,NA,289.2,NA,NA,NA,289.2,NA
Psittrichas_fulgidus,Psittrichas fulgidus,Chordata,Aves,Psittaciformes,Psittacidae,Psittrichas,Pesquet's parrot,NA,NA,NA,NA,NA,NA,25,300,NA,NA,acceptable,865,300,NA,NA,NA,300,NA
Psophodes_olivaceus,Psophodes olivaceus,Chordata,Aves,Passeriformes,Psophodidae,Psophodes,Eastern whipbird,NA,NA,NA,NA,NA,NA,12.3,147.6,NA,NA,acceptable,NA,NA,60.45,NA,NA,147.6,NA
Pterodroma_alba,Pterodroma alba,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Phoenix petrel,NA,NA,NA,NA,NA,NA,11.3,135.6,NA,NA,acceptable,259,135.6,NA,NA,NA,135.6,NA
Pterodroma_arminjoniana,Pterodroma arminjoniana,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Trindade petrel,NA,NA,NA,NA,NA,NA,21.8,261.6,NA,NA,acceptable,NA,NA,NA,NA,NA,261.6,NA
Pterodroma_hypoleuca,Pterodroma hypoleuca,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,"Bonin petrel, or Bonin Island petrel",NA,NA,NA,NA,NA,NA,30.8,369.6,NA,NA,acceptable,168.6,369.6,168.2,1.052205556,NA,369.6,NOC
Pterodroma_leucoptera,Pterodroma leucoptera,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Gould's petrel,NA,NA,NA,NA,NA,NA,32.7,392.4,NA,NA,acceptable,147.5,240,180,NA,2.56928,392.4,NA
Pterodroma_macroptera,Pterodroma macroptera,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Great-winged petrel,NA,NA,NA,NA,NA,NA,14.9,178.8,NA,NA,acceptable,NA,NA,580,NA,5.05568,178.8,NA
Pterodroma_sandwichensis,Pterodroma sandwichensis,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Hawaiian petrel,NA,NA,NA,NA,NA,NA,13.1,157.2,NA,NA,acceptable,434,157.2,NA,NA,NA,157.2,NOC
Pterodroma_solandri,Pterodroma solandri,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Providence petrel,NA,NA,NA,NA,NA,NA,16.6,199.2,NA,NA,acceptable,NA,NA,NA,NA,NA,199.2,NA
Pterois_volitans,Pterois volitans,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Pterois,Red firefish,NA,NA,NA,NA,NA,NA,10,120,NA,NA,acceptable,NA,120,NA,NA,NA,120,NA
Pteromys_volans,Pteromys volans,Chordata,Mammalia,Rodentia,Sciuridae,Pteromys,Siberian flying squirrel,143.09,NA,45.6,NA,NA,NA,11.4,136.8,NA,NA,acceptable,130,136.8,NA,NA,NA,91.2,NA
Pteronotropis_hubbsi,Pteronotropis hubbsi,Chordata,Teleostei,Cypriniformes,Leuciscidae,Pteronotropis,Bluehead shiner,NA,NA,NA,NA,NA,NA,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA
Pteronura_brasiliensis,Pteronura brasiliensis,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,Giant otter,26000,NA,154,NA,730,NA,17.3,207.6,NA,NA,acceptable,24000,207.6,NA,NA,NA,180.8,NA
Pteroplatytrygon_violacea,Pteroplatytrygon violacea,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Pteroplatytrygon,Pelagic stingray,NA,NA,NA,NA,1095,NA,24,288,NA,NA,acceptable,NA,288,NA,NA,NA,288,NA
Pteropus_alecto,Pteropus alecto,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Black flying fox,610.13,NA,NA,NA,NA,NA,20.3,243.6,NA,NA,acceptable,672.1,236.4,NA,NA,NA,243.6,NA
Pteropus_dasymallus,Pteropus dasymallus,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Ryukyu flying fox,491.86,NA,372,NA,NA,NA,24,288,NA,NA,acceptable,435,288,NA,NA,NA,330,NA
Pteropus_giganteus,Pteropus giganteus,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Indian flying fox,824.85,739.2,376.8,395.29,365,365,44,528,1.622,562.2,high,1175,480,374.8571429,NA,7.3,452.4,NOC
Pteropus_hypomelanus,Pteropus hypomelanus,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Variable flying fox,435.61,470.1,NA,377.57,378,365,20.3,243.6,1.618,520.8,acceptable,450,243.6,NA,NA,NA,243.6,NA
Pteropus_livingstonii,Pteropus livingstonii,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Comoro black flying fox,734.27,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,696.5,180,NA,NA,NA,180,NA
Pteropus_lylei,Pteropus lylei,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Lyle's flying fox,319.75,NA,NA,NA,NA,NA,20.4,244.8,NA,NA,acceptable,316.7,244.8,NA,NA,NA,244.8,NA
Pteropus_niger,Pteropus niger,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Greater mascarene flying fox,474.43,NA,NA,NA,NA,NA,19.4,232.8,NA,NA,acceptable,456.3,232.8,NA,NA,NA,232.8,NA
Pteropus_poliocephalus,Pteropus poliocephalus,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Gray-headed flying fox,702.78,598,NA,536.12,540,540,23.6,283.2,1.768,598,acceptable,675,283.2,NA,NA,NA,283.2,NA
Pteropus_pselaphon,Pteropus pselaphon,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Bonin flying fox,NA,NA,NA,NA,NA,NA,16.7,200.4,NA,NA,acceptable,NA,200.4,NA,NA,NA,200.4,NA
Pteropus_pumilus,Pteropus pumilus,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Little golden-mantled flying fox,184.05,194.2,NA,NA,NA,NA,17.2,206.4,0.705,194.2,acceptable,200,206.4,NA,NA,NA,206.4,NA
Pteropus_rodricensis,Pteropus rodricensis,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Rodriguez flying fox,256.17,254.5,360,755.15,755,NA,28,336,0.753,254.5,acceptable,350,336,NA,NA,NA,348,NA
Pteropus_scapulatus,Pteropus scapulatus,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Little red flying fox,380.35,362,NA,566.36,540,540,15.8,189.6,1.353,362,acceptable,300,189.6,NA,NA,NA,189.6,NA
Pteropus_vampyrus,Pteropus vampyrus,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Large flying fox,1027.54,NA,NA,NA,NA,NA,20.9,250.8,4.486,1024.3,acceptable,872,250.8,NA,NA,NA,250.8,NA
Ptilonorhynchus_violaceus,Ptilonorhynchus violaceus,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,Satin bowerbird,NA,NA,NA,NA,1726,NA,25.1,301.2,NA,NA,acceptable,NA,NA,198,NA,4.88992,301.2,NA
Ptiloris_magnificus,Ptiloris magnificus,Chordata,Aves,Passeriformes,Paradisaeidae,Ptiloris,Magnificent riflebird,NA,NA,NA,NA,NA,NA,12,144,NA,NA,acceptable,NA,NA,134,NA,2.9008,144,NA
Ptiloris_victoriae,Ptiloris victoriae,Chordata,Aves,Passeriformes,Paradisaeidae,Ptiloris,Victoria's riflebird,NA,NA,NA,NA,NA,NA,8.9,106.8,NA,NA,acceptable,NA,NA,96.5,NA,2.63144,106.8,NA
Ptyas_mucosus,Ptyas mucosus,Chordata,Reptilia,Squamata,Colubridae,Ptyas,Indian rat snake,NA,NA,NA,NA,NA,NA,11.3,135.6,NA,NA,acceptable,6874,135.6,NA,NA,NA,135.6,NA
Ptychocheilus_lucius,Ptychocheilus lucius,Chordata,Teleostei,Cypriniformes,Leuciscidae,Ptychocheilus,Colorado pikeminnow,NA,NA,NA,NA,NA,NA,12,144,NA,NA,acceptable,NA,144,NA,NA,NA,144,NA
Ptychoramphus_aleuticus,Ptychoramphus aleuticus,Chordata,Aves,Charadriiformes,Alcidae,Ptychoramphus,Cassin's auklet,NA,NA,NA,NA,730,730,16.2,194.4,NA,NA,acceptable,184,194.4,NA,NA,NA,194.4,NA
Ptyodactylus_hasselquistii,Ptyodactylus hasselquistii,Chordata,Reptilia,Squamata,Phyllodactylidae,Ptyodactylus,Fan-footed gecko,NA,NA,NA,NA,NA,NA,10.9,130.8,NA,NA,acceptable,9.3,130.8,6.4,0.003498992,NA,130.8,NOC
Pudu_puda,Pudu puda,Chordata,Mammalia,Artiodactyla,Cervidae,Pudu,Southern pudu,9642.62,NA,150,229.14,274,320,18.3,219.6,NA,NA,acceptable,10000,219.6,NA,NA,NA,184.8,NA
Puffinus_carneipes,Puffinus carneipes,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Flesh-footed shearwater,NA,NA,NA,NA,NA,NA,30.2,362.4,NA,NA,acceptable,690,362.4,NA,NA,NA,362.4,NA
Puffinus_griseus,Puffinus griseus,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Sooty shearwater,NA,NA,NA,NA,2734,NA,34,408,NA,NA,acceptable,740,408,268,NA,3.01,408,DIU
Puffinus_pacificus,Puffinus pacificus,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Wedge-tailed shearwater,NA,NA,NA,NA,1461,1461,29,348,NA,NA,acceptable,337.8,348,NA,NA,NA,348,NA
Puffinus_puffinus,Puffinus puffinus,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Manx shearwater,NA,NA,NA,NA,1825,1643,50.9,610.8,NA,NA,acceptable,434,610.8,NA,NA,NA,610.8,NA
Puffinus_tenuirostris,Puffinus tenuirostris,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Short-tailed shearwater,NA,NA,NA,NA,2192,NA,39.9,478.8,NA,NA,acceptable,499.4,478.8,NA,NA,NA,478.8,NA
Pulsatrix_perspicillata,Pulsatrix perspicillata,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,Spectacled owl,NA,NA,NA,NA,NA,NA,25,300,NA,NA,acceptable,770,300,NA,NA,NA,300,NA
Puma_concolor,Puma concolor,Chordata,Mammalia,Carnivora,Felidae,Puma,Cougar,53954.05,51800,240,1034.61,912,912,27,324,49.326,37200,acceptable,63000,285.6,28790,NA,106.7,282,NA
Puma_yagouaroundi,Puma yagouaroundi,Chordata,Mammalia,Carnivora,Felidae,Puma,Jaguarundi,6875,NA,127.83,1052.28,803,NA,18.6,223.2,9.69,8400,acceptable,7000,223.2,NA,NA,NA,175.515,NA
Pungitius_pungitius,Pungitius pungitius,Chordata,Teleostei,Gasterosteiformes,Gasterosteidae,Pungitius,Ninespine stickleback,NA,NA,NA,NA,547,547,5,60,NA,NA,acceptable,NA,60,NA,NA,NA,60,NA
Purpureicephalus_spurius,Purpureicephalus spurius,Chordata,Aves,Psittaciformes,Psittacidae,Purpureicephalus,Red-capped parrot,NA,NA,NA,NA,363,NA,15.3,183.6,NA,NA,acceptable,116,183.6,115,NA,3.61564,183.6,NA
Pusa_hispida,Pusa hispida,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Ringed seal,70963.6,69083.33,552,2251.64,1826,2191,46,552,NA,NA,acceptable,90000,552,NA,NA,NA,552,NA
Pusa_sibirica,Pusa sibirica,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Baikal seal,89499.99,NA,672,2276.14,2129,2557,56,672,NA,NA,acceptable,90000,672,NA,NA,NA,672,NA
Pycnonotus_jocosus,Pycnonotus jocosus,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Red-whiskered bulbul,NA,NA,NA,NA,NA,NA,11.1,133.2,NA,NA,acceptable,27.7,133.2,32.9,0.356666667,NA,133.2,NA
Pycnonotus_xanthopygos,Pycnonotus xanthopygos,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,White-spectacled bulbul,NA,NA,NA,NA,NA,NA,8.8,105.6,NA,NA,acceptable,38.1,105.6,NA,NA,NA,105.6,NA
Pycnoptilus_floccosus,Pycnoptilus floccosus,Chordata,Aves,Passeriformes,Acanthizidae,Pycnoptilus,Pilotbird,NA,NA,NA,NA,NA,NA,6.5,78,NA,NA,acceptable,NA,NA,29.2,NA,1.22248,78,NA
Pygathrix_nemaeus,Pygathrix nemaeus,Chordata,Mammalia,Primates,Cercopithecidae,Pygathrix,"Red-shanked douc langur, or Douc langur",9411.1,NA,300,NA,1460,NA,26,312,NA,NA,acceptable,9720,312,NA,NA,NA,306,NA
Pygoplites_diacanthus,Pygoplites diacanthus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pygoplites,Royal angelfish,NA,NA,NA,NA,NA,NA,14.5,174,NA,NA,acceptable,NA,174,NA,NA,NA,174,NA
Pygoscelis_papua,Pygoscelis papua,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Gentoo penguin,NA,NA,NA,NA,730,730,41,492,NA,NA,acceptable,NA,NA,NA,NA,NA,492,NA
Pylodictis_olivaris,Pylodictis olivaris,Chordata,Teleostei,Siluriformes,Ictaluridae,Pylodictis,Flathead catfish,NA,NA,NA,NA,1825,1460,20,240,NA,NA,acceptable,30717.5,240,NA,NA,NA,240,NA
Pyrocephalus_rubinus,Pyrocephalus rubinus,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,Vermilion flycatcher,NA,NA,NA,NA,365,365,5.5,66,NA,NA,acceptable,12.87,66,NA,NA,NA,66,DIU
Pyrrhocorax_graculus,Pyrrhocorax graculus,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,Alpine chough,NA,NA,NA,NA,1095,1095,24.4,292.8,NA,NA,acceptable,211.5,292.8,150,NA,3.5,292.8,NA
Pyrrhocorax_pyrrhocorax,Pyrrhocorax pyrrhocorax,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,Red-billed chough,NA,NA,NA,NA,730,730,20.3,243.6,NA,NA,acceptable,277.8,243.6,300,NA,6.1,243.6,NA
Pyrrholaemus_brunneus,Pyrrholaemus brunneus,Chordata,Aves,Passeriformes,Acanthizidae,Pyrrholaemus,Redthroat,NA,NA,NA,NA,NA,NA,9,108,NA,NA,acceptable,NA,NA,12,NA,0.59052,108,NA
Pyrrhula_pyrrhula,Pyrrhula pyrrhula,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,Eurasian bullfinch,NA,NA,NA,NA,365,365,17.5,210,NA,NA,acceptable,24.4,210,NA,NA,NA,210,DIU
Pyrrhura_leucotis,Pyrrhura leucotis,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,White-eared conure,NA,NA,NA,NA,NA,NA,18.5,222,NA,NA,acceptable,NA,222,NA,NA,NA,222,NA
Pyrrhura_perlata,Pyrrhura perlata,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,Crimson-bellied parakeet,NA,NA,NA,NA,NA,NA,14.3,171.6,NA,NA,acceptable,87,171.6,NA,NA,NA,171.6,NA
Python_curtus,Python curtus,Chordata,Reptilia,Squamata,Pythonidae,Python,Blood python,NA,NA,NA,NA,NA,NA,27.8,333.6,NA,NA,acceptable,8144,333.6,NA,NA,NA,333.6,NA
Python_molurus,Python molurus,Chordata,Reptilia,Squamata,Pythonidae,Python,Indian python,NA,NA,NA,NA,1095,1095,34.2,410.4,1.2661,12370,acceptable,12370,410.4,NA,NA,1.1234,410.4,NOC
Python_regius,Python regius,Chordata,Reptilia,Squamata,Pythonidae,Python,Ball python,NA,NA,NA,NA,1825,1825,47.5,570,NA,NA,acceptable,8858,570,NA,NA,NA,570,NA
Python_reticulatus,Python reticulatus,Chordata,Reptilia,Squamata,Pythonidae,Python,Reticulated python,NA,NA,NA,NA,NA,NA,29.4,352.8,2.7349,32000,acceptable,32000,352.8,NA,NA,NA,352.8,NA
Python_sebae,Python sebae,Chordata,Reptilia,Squamata,Pythonidae,Python,African rock python,NA,NA,NA,NA,1461,1461,27.3,327.6,NA,NA,acceptable,NA,327.6,NA,NA,NA,327.6,NA
Python_timoriensis,Python timoriensis,Chordata,Reptilia,Squamata,Pythonidae,Python,Timor python,NA,NA,NA,NA,NA,NA,20.5,246,NA,NA,acceptable,NA,246,NA,NA,NA,246,NA
Pyxicephalus_adspersus,Pyxicephalus adspersus,Chordata,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,African bullfrog,NA,NA,NA,NA,NA,NA,45,540,NA,NA,acceptable,1400,540,NA,NA,NA,540,DIU
Quelea_quelea,Quelea quelea,Chordata,Aves,Passeriformes,Ploceidae,Quelea,Red-billed quelea,NA,NA,NA,NA,730,730,10,120,NA,NA,acceptable,17.5,120,NA,NA,NA,120,NA
Quiscalus_quiscula,Quiscalus quiscula,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,Common grackle,NA,NA,NA,NA,NA,NA,23.1,277.2,NA,NA,acceptable,111,277.2,NA,NA,NA,277.2,NA
Rachycentron_canadum,Rachycentron canadum,Chordata,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,Cobia,NA,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,37400,180,NA,NA,NA,180,NA
Raja_asterias,Raja asterias,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,Starry skate,NA,NA,NA,NA,1349,NA,6.3,75.6,NA,NA,acceptable,NA,75.6,NA,NA,NA,75.6,NA
Raja_binoculata,Raja binoculata,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,Big skate,NA,NA,NA,NA,2920,NA,26,312,NA,NA,acceptable,50050,312,NA,NA,NA,312,NA
Raja_brachyura,Raja brachyura,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,Blonde ray,NA,NA,NA,NA,2009,NA,8,96,NA,NA,acceptable,7865,96,NA,NA,NA,96,NA
